"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles"
"CHEMBL2448941";"";"";"Small molecule";"0";"84.12";"1";"1";"0.07";"27.03";"2";"0";"0";"1";"Y";"0.42";"None";"5.38";"-0.27";"-0.28";"0";"MOL";"-1";"6";"2";"0";"0";"84.0687";"NEUTRAL";"C4H8N2";"CN(C)CC#N"
"CHEMBL135416";"PROPANE";"E944|PROPANE";"Small molecule";"0";"44.10";"2";"5";"1.42";"0.00";"0";"0";"0";"0";"Y";"0.39";"None";"None";"1.80";"1.80";"0";"MOL";"0";"3";"0";"0";"0";"44.0626";"None";"C3H8";"CCC"
"CHEMBL4532061";"";"";"";"0";"94.07";"1";"3";"0.55";"49.82";"3";"0";"0";"0";"Y";"0.47";"None";"None";"0.15";"0.15";"1";"MOL";"-1";"7";"3";"0";"0";"94.0167";"NEUTRAL";"C4H2N2O";"N#Cc1ncco1"
"CHEMBL14227";"BUTANOIC ACID";"Butanoic acid";"Small molecule";"0";"88.11";"35";"106";"0.87";"37.30";"1";"1";"0";"2";"Y";"0.54";"4.91";"None";"0.92";"-1.53";"0";"MOL";"-1";"6";"2";"1";"0";"88.0524";"ACID";"C4H8O2";"CCCC(=O)O"
"CHEMBL31747";"";"Hexa-1,5-Diene";"Small molecule";"0";"82.15";"1";"1";"2.14";"0.00";"0";"0";"0";"3";"Y";"0.36";"None";"None";"2.52";"2.52";"0";"MOL";"-1";"6";"0";"0";"0";"82.0783";"None";"C6H10";"C=CCCC=C"
"CHEMBL1697703";"ALLYL FORMATE";"Allyl Formate";"Small molecule";"0";"86.09";"1";"3";"0.35";"26.30";"2";"0";"0";"3";"Y";"0.28";"None";"None";"0.61";"0.61";"0";"MOL";"-1";"6";"2";"0";"0";"86.0368";"None";"C4H6O2";"C=CCOC=O"
"CHEMBL1887585";"";"";"Small molecule";"0";"90.44";"3";"3";"-1.75";"43.29";"2";"1";"0";"0";"Y";"0.37";"12.22";"None";"0.09";"0.09";"0";"MOL";"-1";"3";"2";"1";"0";"67.9665";"NEUTRAL";"ClNaO2";"[Na+].[O-][Cl+][O-]"
"CHEMBL295026";"FORMIC ACID METHYL ESTER";"Formic Acid Methyl Ester";"Small molecule";"0";"60.05";"3";"5";"-0.21";"26.30";"2";"0";"0";"1";"Y";"0.39";"None";"None";"-0.13";"-0.13";"0";"MOL";"-1";"4";"2";"0";"0";"60.0211";"None";"C2H4O2";"COC=O"
"CHEMBL158626";"";"";"Small molecule";"0";"99.14";"4";"5";"-0.71";"50.41";"3";"2";"0";"0";"Y";"0.42";"None";"12.23";"-0.85";"-3.26";"0";"MOL";"-1";"7";"3";"3";"0";"99.0796";"BASE";"C4H9N3";"NC1=NCCCN1"
"CHEMBL446036";"MALONALDEHYDE";"Malondialdehyde";"Small molecule";"0";"72.06";"2";"11";"-0.23";"34.14";"2";"0";"0";"2";"Y";"0.33";"6.76";"None";"-0.65";"-1.37";"0";"MOL";"-1";"5";"2";"0";"0";"72.0211";"NEUTRAL";"C3H4O2";"O=CCC=O"
"CHEMBL53493";"2-methyl-(E)-2-butenal";"";"Small molecule";"0";"84.12";"18";"35";"1.15";"17.07";"1";"0";"0";"1";"Y";"0.34";"None";"None";"1.16";"1.16";"0";"MOL";"-1";"6";"1";"0";"0";"84.0575";"NEUTRAL";"C5H8O";"C/C=C(\C)C=O"
"CHEMBL1909275";"F-18";"F-18";"Small molecule";"2";"19.01";"2";"4";"0.15";"0.00";"0";"0";"0";"0";"Y";"0.35";"3.17";"None";"0.15";"0.37";"0";"MOL";"0";"1";"0";"0";"0";"20.0062";"ACID";"HF";"[18FH]"
"CHEMBL70445";"";"";"Small molecule";"0";"88.15";"1";"1";"-0.45";"38.05";"2";"2";"0";"3";"Y";"0.46";"None";"10.14";"-0.63";"-3.43";"0";"MOL";"-1";"6";"2";"3";"0";"88.1000";"BASE";"C4H12N2";"CCNCCN"
"CHEMBL116455";"THIOGLYCOLIC ACID";"Mercaptoacetic Acid|NSC-1894|THIOGLYCOLIC ACID";"Small molecule";"0";"92.12";"58";"60";"0.00";"37.30";"2";"2";"0";"1";"Y";"0.45";"4.20";"None";"0.00";"-3.03";"0";"MOL";"0";"5";"2";"1";"0";"91.9932";"ACID";"C2H4O2S";"O=C(O)CS"
"CHEMBL324774";"";"2-Nitro-Ethanol";"Small molecule";"0";"91.07";"9";"9";"-0.74";"63.37";"3";"1";"0";"2";"N";"0.36";"9.42";"None";"-0.66";"-0.67";"0";"MOL";"-1";"6";"4";"1";"0";"91.0269";"NEUTRAL";"C2H5NO3";"O=[N+]([O-])CCO"
"CHEMBL3901947";"";"";"Small molecule";"0";"95.14";"1";"2";"1.63";"15.79";"0";"1";"0";"0";"Y";"0.50";"None";"None";"1.45";"1.45";"1";"MOL";"-1";"7";"1";"1";"0";"95.0735";"NEUTRAL";"C6H9N";"Cc1ccc(C)[nH]1"
"CHEMBL1797287";"";"2-Methylbutane";"Small molecule";"0";"72.15";"1";"1";"2.05";"0.00";"0";"0";"0";"1";"Y";"0.44";"None";"None";"2.53";"2.53";"0";"MOL";"-1";"5";"0";"0";"0";"72.0939";"None";"C5H12";"CCC(C)C"
"CHEMBL89295";"SODIUM AZIDE";"Sodium Azide";"Small molecule";"0";"65.01";"28";"126";"0.87";"58.70";"0";"0";"0";"0";"Y";"0.22";"5.09";"None";"0.08";"-0.15";"0";"MOL";"-1";"3";"3";"0";"0";"42.0098";"ACID";"N3Na";"[N-]=[N+]=[N-].[Na+]"
"CHEMBL538";"ANILINE";"Aniline|Phenylamine|benzenaminium";"Small molecule";"0";"93.13";"17";"57";"1.27";"26.02";"1";"1";"0";"0";"Y";"0.48";"None";"4.64";"1.14";"1.14";"1";"MOL";"-1";"7";"1";"2";"0";"93.0578";"NEUTRAL";"C6H7N";"Nc1ccccc1"
"CHEMBL479791";"";"2-Methylpyrazine";"Small molecule";"0";"94.12";"5";"6";"0.79";"25.78";"2";"0";"0";"0";"Y";"0.47";"None";"1.42";"-0.33";"-0.33";"1";"MOL";"-1";"7";"2";"0";"0";"94.0531";"NEUTRAL";"C5H6N2";"Cc1cnccn1"
"CHEMBL9081";"";"N-(Trideuteriomethyl)Formamide";"Small molecule";"0";"62.09";"1";"3";"-0.64";"29.10";"1";"1";"0";"1";"Y";"0.40";"None";"None";"-0.86";"-0.86";"0";"MOL";"-1";"4";"2";"1";"0";"59.0371";"NEUTRAL";"C2H5NO";"[2H]C([2H])([2H])NC=O"
"CHEMBL14090";"CHLOROACETIC ACID";"Chloroacetic acid";"Small molecule";"0";"94.50";"5";"12";"0.31";"37.30";"1";"1";"0";"1";"Y";"0.48";"3.06";"None";"0.31";"-3.15";"0";"MOL";"-1";"5";"2";"1";"0";"93.9822";"ACID";"C2H3ClO2";"O=C(O)CCl"
"CHEMBL346997";"";"";"Small molecule";"0";"92.57";"2";"2";"2.02";"0.00";"0";"0";"0";"0";"Y";"0.40";"None";"None";"1.89";"1.89";"0";"MOL";"-1";"5";"0";"0";"0";"92.0393";"None";"C4H9Cl";"CC(C)(C)Cl"
"CHEMBL274711";"CYCLOPENTANECARBALDEHYDE";"Cyclopentanecarbaldehyde";"Small molecule";"0";"98.14";"1";"1";"1.38";"17.07";"1";"0";"0";"1";"Y";"0.45";"None";"None";"1.29";"1.29";"0";"MOL";"-1";"7";"1";"0";"0";"98.0732";"NEUTRAL";"C6H10O";"O=CC1CCCC1"
"CHEMBL2269088";"CIS-2-PENTEN-1-OL";"";"Small molecule";"0";"86.13";"6";"6";"0.94";"20.23";"1";"1";"0";"2";"Y";"0.50";"None";"None";"1.04";"1.04";"0";"MOL";"-1";"6";"1";"1";"0";"86.0732";"NEUTRAL";"C5H10O";"CC/C=C\CO"
"CHEMBL1916078";"THIAZOLIDINE";"Thiazolidine";"Small molecule";"0";"89.16";"1";"2";"0.28";"12.03";"2";"1";"0";"0";"Y";"0.46";"None";"8.60";"0.07";"-1.15";"0";"MOL";"-1";"5";"1";"1";"0";"89.0299";"BASE";"C3H7NS";"C1CSCN1"
"CHEMBL1644696";"SODIUM CYANATE";"Sodium Cyanate";"Small molecule";"0";"65.01";"7";"45";"-0.16";"44.02";"2";"1";"0";"0";"Y";"0.38";"-1.29";"None";"-0.54";"-3.54";"0";"MOL";"-1";"3";"2";"1";"0";"43.0058";"ACID";"CNNaO";"N#C[O-].[Na+]"
"CHEMBL276521";"TETRAHYDROFURAN";"Tetrahydro-Furan";"Small molecule";"0";"72.11";"4";"7";"0.80";"9.23";"1";"0";"0";"0";"Y";"0.41";"None";"None";"0.53";"0.53";"0";"MOL";"-1";"5";"1";"0";"0";"72.0575";"NEUTRAL";"C4H8O";"C1CCOC1"
"CHEMBL2105794";"SODIUM HYDROXIDE";"SODIUM HYDROXIDE";"Small molecule";"0";"40.00";"6";"18";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"39.9925";"None";"HNaO";"[Na+].[OH-]"
"CHEMBL43280";"METHYLAMINE";"Methanaminium|Methylamine";"Small molecule";"0";"31.06";"4";"6";"-0.43";"26.02";"1";"1";"0";"0";"Y";"0.38";"None";"10.08";"-0.63";"-3.15";"0";"MOL";"-1";"2";"1";"2";"0";"31.0422";"BASE";"CH5N";"CN"
"CHEMBL1500032";"";"";"Small molecule";"0";"80.04";"3";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"80.0222";"None";"H4N2O3";"O=[N+]([O-])[O-].[NH4+]"
"CHEMBL330546";"L-LACTIC ACID";"L-Lactic Acid";"Small molecule";"0";"90.08";"4";"5";"-0.55";"57.53";"2";"2";"0";"1";"Y";"0.45";"3.78";"None";"-0.47";"-3.74";"0";"MOL";"-1";"6";"3";"2";"0";"90.0317";"ACID";"C3H6O3";"C[C@H](O)C(=O)O"
"CHEMBL122588";"DEANOL";"Deanol";"Small molecule";"0";"89.14";"2";"2";"-0.28";"46.25";"2";"2";"0";"1";"Y";"0.46";"None";"10.04";"-0.62";"-3.11";"0";"MOL";"-1";"6";"2";"3";"0";"89.0841";"BASE";"C4H11NO";"CC(C)(N)CO"
"CHEMBL15697";"";"1-Chloro-Propane|1-Chloropropane";"Small molecule";"0";"78.54";"1";"2";"1.64";"0.00";"0";"0";"0";"1";"Y";"0.42";"None";"None";"1.72";"1.72";"0";"MOL";"-1";"4";"0";"0";"0";"78.0236";"None";"C3H7Cl";"CCCCl"
"CHEMBL1451739";"";"";"Small molecule";"0";"89.53";"5";"7";"1.14";"23.79";"1";"0";"0";"1";"Y";"0.44";"None";"None";"0.61";"0.61";"0";"MOL";"-1";"5";"1";"0";"0";"89.0032";"NEUTRAL";"C3H4ClN";"N#CCCCl"
"CHEMBL1191361";"HYDROXYAMINE";"";"Small molecule";"0";"33.03";"16";"19";"-0.67";"46.25";"2";"2";"0";"0";"Y";"0.35";"None";"3.94";"-0.74";"-0.74";"0";"MOL";"-1";"2";"2";"3";"0";"33.0215";"NEUTRAL";"H3NO";"NO"
"CHEMBL4450925";"";"";"";"0";"92.11";"1";"1";"0.73";"20.23";"1";"1";"0";"3";"Y";"0.51";"None";"None";"0.26";"0.26";"0";"MOL";"-1";"6";"1";"1";"0";"92.0637";"NEUTRAL";"C4H9FO";"OCCCCF"
"CHEMBL1231501";"1,3-BUTANEDIOL";"";"Small molecule";"0";"90.12";"1";"2";"-0.25";"40.46";"2";"2";"0";"2";"Y";"0.49";"None";"None";"-0.73";"-0.73";"0";"MOL";"-1";"6";"2";"2";"0";"90.0681";"NEUTRAL";"C4H10O2";"C[C@H](O)CCO"
"CHEMBL1397797";"";"";"Small molecule";"0";"98.10";"11";"12";"-0.10";"48.91";"2";"2";"0";"1";"Y";"0.52";"12.73";"6.00";"-0.83";"-0.85";"1";"MOL";"-1";"7";"3";"2";"0";"98.0480";"NEUTRAL";"C4H6N2O";"OCc1c[nH]cn1"
"CHEMBL16370";"1,2-DICHLOROETHANE";"1,2-Dichloro-Ethane|1,2-Dichloroethane|Dichloroethylene";"Small molecule";"0";"98.96";"6";"13";"1.46";"0.00";"0";"0";"0";"1";"Y";"0.44";"None";"None";"1.50";"1.50";"0";"MOL";"-1";"4";"0";"0";"0";"97.9690";"None";"C2H4Cl2";"ClCCCl"
"CHEMBL183491";"SODIUM FORMATE";"E237";"Small molecule";"0";"68.01";"9";"19";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"67.9874";"None";"CHNaO2";"O=C[O-].[Na+]"
"CHEMBL1867161";"";"";"Small molecule";"0";"87.08";"6";"7";"-0.27";"38.33";"2";"1";"0";"0";"Y";"0.44";"12.99";"None";"-0.36";"-0.36";"0";"MOL";"-1";"6";"3";"1";"0";"87.0320";"NEUTRAL";"C3H5NO2";"O=C1NCCO1"
"CHEMBL441027";"";"1-Isocyanato-Propane";"Small molecule";"0";"85.11";"1";"6";"0.73";"29.43";"2";"0";"0";"2";"Y";"0.36";"None";"None";"0.84";"0.84";"0";"MOL";"-1";"6";"2";"0";"0";"85.0528";"NEUTRAL";"C4H7NO";"CCCN=C=O"
"CHEMBL59378";"";"";"Small molecule";"0";"99.13";"3";"4";"0.14";"29.10";"1";"1";"0";"0";"Y";"0.46";"None";"None";"-0.04";"-0.04";"0";"MOL";"-1";"7";"2";"1";"0";"99.0684";"NEUTRAL";"C5H9NO";"CC1CCNC1=O"
"CHEMBL1644697";"SODIUM CYANIDE";"Sodium Cyanide";"Small molecule";"0";"49.01";"9";"71";"0.14";"23.79";"1";"0";"0";"0";"Y";"0.37";"9.50";"None";"-0.35";"-0.34";"0";"MOL";"-1";"2";"1";"0";"0";"27.0109";"NEUTRAL";"CNNa";"[C-]#N.[Na+]"
"CHEMBL233248";"ALLYL ISOTHIOCYANATE";"ALLYL ISOTHIOCYANATE|MUSTARD OIL";"Small molecule";"0";"99.16";"34";"175";"1.28";"12.36";"2";"0";"0";"2";"Y";"0.29";"None";"0.65";"1.80";"1.80";"0";"MOL";"0";"6";"1";"0";"0";"99.0143";"NEUTRAL";"C4H5NS";"C=CCN=C=S"
"CHEMBL1404017";"ISOBUTYRALDEHYDE";"";"Small molecule";"0";"72.11";"11";"18";"0.84";"17.07";"1";"0";"0";"1";"Y";"0.42";"None";"None";"0.86";"0.86";"0";"MOL";"-1";"5";"1";"0";"0";"72.0575";"NEUTRAL";"C4H8O";"CC(C)C=O"
"CHEMBL447467";"NITROSOGUANIDINE";"Nitrosoguanidine";"Small molecule";"0";"88.07";"1";"2";"-0.85";"91.33";"3";"3";"0";"1";"N";"0.17";"12.28";"8.60";"-0.68";"-1.89";"0";"MOL";"-1";"6";"5";"4";"0";"88.0385";"BASE";"CH4N4O";"N=C(N)NN=O"
"CHEMBL38737";"THIOACETAMIDE";"Thioacetamide";"Small molecule";"0";"75.14";"109";"1865";"0.91";"23.85";"1";"2";"0";"0";"Y";"0.24";"3.33";"12.17";"-0.06";"-0.06";"0";"MOL";"-1";"4";"1";"1";"0";"75.0143";"ZWITTERION";"C2H5NS";"CC(=N)S"
"CHEMBL3228881";"";"";"Small molecule";"0";"96.09";"2";"2";"-0.23";"45.75";"2";"1";"0";"0";"Y";"0.48";"10.49";"None";"-0.55";"-0.55";"1";"MOL";"-1";"7";"3";"1";"0";"96.0324";"NEUTRAL";"C4H4N2O";"O=c1cccn[nH]1"
"CHEMBL509273";"FLUOROACETATE";"2-Fluoroacetic Acid|FLUOROACETATE";"Small molecule";"1";"78.04";"7";"11";"0.04";"37.30";"1";"1";"0";"1";"Y";"0.48";"3.13";"None";"-0.15";"-3.61";"0";"MOL";"0";"5";"2";"1";"0";"78.0117";"ACID";"C2H3FO2";"O=C(O)CF"
"CHEMBL279512";"";"3-Methyl-Piperidine";"Small molecule";"0";"99.18";"1";"5";"1.01";"12.03";"1";"1";"0";"0";"Y";"0.48";"None";"10.51";"1.02";"-1.85";"0";"MOL";"-1";"7";"1";"1";"0";"99.1048";"BASE";"C6H13N";"CC1CCCNC1"
"CHEMBL1213531";"METHACRYLIC ACID";"Methacrylic Acid";"Small molecule";"0";"86.09";"1";"1";"0.65";"37.30";"1";"1";"0";"1";"Y";"0.48";"4.66";"None";"0.93";"-1.75";"0";"MOL";"-1";"6";"2";"1";"0";"86.0368";"ACID";"C4H6O2";"C=C(C)C(=O)O"
"CHEMBL186200";"";"";"Small molecule";"0";"62.00";"4";"14";"-0.24";"66.20";"3";"0";"0";"0";"N";"0.29";"None";"None";"-2.57";"-2.57";"0";"MOL";"-1";"4";"4";"0";"0";"61.9884";"None";"NO3-";"O=[N+]([O-])[O-]"
"CHEMBL183012";"";"";"Small molecule";"0";"98.15";"4";"5";"0.38";"38.38";"2";"1";"0";"0";"Y";"0.47";"None";"11.62";"-0.14";"-2.55";"0";"MOL";"-1";"7";"2";"2";"0";"98.0844";"BASE";"C5H10N2";"CC1CN=C(N)C1"
"CHEMBL277871";"";"2-Methylsulfanyl-Ethanol";"Small molecule";"0";"92.16";"4";"5";"0.34";"20.23";"2";"1";"0";"2";"Y";"0.53";"None";"None";"0.27";"0.27";"0";"MOL";"-1";"5";"1";"1";"0";"92.0296";"NEUTRAL";"C3H8OS";"CSCCO"
"CHEMBL88580";"";"Pyrimidin-2-amine|Pyrimidin-2-ylamine";"Small molecule";"0";"95.11";"8";"10";"0.06";"51.80";"3";"1";"0";"0";"Y";"0.50";"None";"3.62";"-0.10";"-0.10";"1";"MOL";"-1";"7";"3";"2";"0";"95.0483";"NEUTRAL";"C4H5N3";"Nc1ncccn1"
"CHEMBL2000638";"";"";"Small molecule";"0";"91.11";"55";"55";"-1.48";"52.49";"3";"3";"0";"3";"Y";"0.29";"None";"8.76";"-1.46";"-2.83";"0";"MOL";"-1";"6";"3";"3";"0";"91.0633";"BASE";"C3H9NO2";"OCCNCO"
"CHEMBL122938";"METHYL PHOSPHONATE";"Methyl Phosphonate|Methyl-Phosphonic Acid";"Small molecule";"0";"96.02";"12";"14";"-0.21";"57.53";"1";"2";"0";"0";"Y";"0.41";"1.87";"None";"-1.21";"-3.56";"0";"MOL";"-1";"5";"3";"2";"0";"95.9976";"ACID";"CH5O3P";"CP(=O)(O)O"
"CHEMBL1361205";"";"";"Small molecule";"0";"86.09";"2";"2";"0.32";"26.30";"2";"0";"0";"0";"Y";"0.40";"None";"None";"0.28";"0.28";"0";"MOL";"-1";"6";"2";"0";"0";"86.0368";"NEUTRAL";"C4H6O2";"CC1CC(=O)O1"
"CHEMBL116834";"";"";"Small molecule";"0";"91.11";"1";"1";"-1.70";"66.48";"3";"3";"0";"2";"N";"0.38";"None";"9.23";"-1.95";"-3.76";"0";"MOL";"-1";"6";"3";"4";"0";"91.0633";"BASE";"C3H9NO2";"NC(CO)CO"
"CHEMBL259526";"";"Vinyl-Cyanamide";"Small molecule";"0";"68.08";"62";"64";"0.20";"35.82";"2";"1";"0";"1";"Y";"0.35";"11.10";"None";"0.29";"0.29";"0";"MOL";"-1";"5";"2";"1";"0";"68.0374";"NEUTRAL";"C3H4N2";"C=CNC#N"
"CHEMBL2104397";"LIME";"CALCIUM OXIDE|CITRUS AURANTIIFOLIA|E-529|INS NO.529|INS-529|LIME";"Small molecule";"3";"56.08";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"55.9575";"None";"CaO";"O=[Ca]"
"CHEMBL3137682";"";"";"Unknown";"0";"76.64";"2";"19";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"None";"None";"77.9525";"None";"H4Ge";""
"CHEMBL1347061";"";"";"Small molecule";"0";"94.20";"4";"5";"1.63";"0.00";"2";"0";"0";"1";"Y";"0.45";"None";"None";"1.35";"1.35";"0";"MOL";"-1";"4";"0";"0";"0";"93.9911";"None";"C2H6S2";"CSSC"
"CHEMBL3187523";"";"";"Small molecule";"0";"91.15";"";"";"0.32";"0.00";"0";"0";"0";"0";"Y";"0.36";"None";"None";"-3.97";"-3.97";"0";"MOL";"-1";"5";"1";"0";"0";"74.0964";"None";"C4H13NO";"C[N+](C)(C)C.[OH-]"
"CHEMBL52190";"";"Cyclopent-2-Enone";"Small molecule";"0";"82.10";"9";"23";"0.91";"17.07";"1";"0";"0";"0";"Y";"0.42";"None";"None";"1.04";"1.04";"0";"MOL";"-1";"6";"1";"0";"0";"82.0419";"NEUTRAL";"C5H6O";"O=C1C=CCC1"
"CHEMBL117210";"";"1-Butene|But-1-ene";"Small molecule";"0";"56.11";"1";"2";"1.58";"0.00";"0";"0";"0";"1";"Y";"0.40";"None";"None";"1.94";"1.94";"0";"MOL";"-1";"4";"0";"0";"0";"56.0626";"None";"C4H8";"C=CCC"
"CHEMBL2220234";"";"";"Small molecule";"0";"42.02";"";"";"0.40";"27.42";"1";"0";"0";"0";"Y";"0.28";"1.12";"None";"-2.19";"-4.56";"0";"MOL";"-1";"3";"2";"0";"0";"41.9985";"ACID";"CNO-";"[C-]#[N+][O-]"
"CHEMBL140282";"ISOPROPYLHYDROXYLAMINE";"N-Isopropyl-Hydroxylamine";"Small molecule";"0";"75.11";"1";"3";"0.37";"32.26";"2";"2";"0";"1";"Y";"0.44";"None";"5.08";"0.26";"0.25";"0";"MOL";"-1";"5";"2";"2";"0";"75.0684";"NEUTRAL";"C3H9NO";"CC(C)NO"
"CHEMBL3184640";"";"";"Small molecule";"0";"89.14";"";"";"-0.28";"46.25";"2";"2";"0";"2";"Y";"0.49";"None";"9.84";"-0.38";"-2.72";"0";"MOL";"-1";"6";"2";"3";"0";"89.0841";"BASE";"C4H11NO";"CC[C@@H](N)CO"
"CHEMBL116336";"ETHYNE";"Acetylene|Ethyne";"Small molecule";"0";"26.04";"3";"5";"0.25";"0.00";"0";"0";"0";"0";"Y";"0.33";"None";"None";"0.15";"0.15";"0";"MOL";"-1";"2";"0";"0";"0";"26.0157";"None";"C2H2";"C#C"
"CHEMBL309499";"HYDROXYGUANIDINE";"(Diaminomethylene)(Hydroxy)Ammonium Hydrogen Sulfate|Hydroxyguanidine";"Small molecule";"0";"75.07";"2";"2";"-1.14";"82.13";"2";"4";"0";"0";"N";"0.17";"None";"10.51";"-1.18";"-3.51";"0";"MOL";"-1";"5";"4";"5";"0";"75.0433";"BASE";"CH5N3O";"N=C(N)NO"
"CHEMBL1998619";"";"";"Small molecule";"0";"99.09";"50";"50";"-1.57";"67.48";"3";"2";"0";"0";"N";"0.38";"11.64";"7.06";"-1.67";"-1.83";"0";"MOL";"-1";"7";"4";"3";"0";"99.0433";"NEUTRAL";"C3H5N3O";"NC1C=NNC1=O"
"CHEMBL166186";"";"";"Small molecule";"0";"99.09";"1";"1";"0.12";"56.46";"3";"0";"0";"2";"Y";"0.28";"None";"2.92";"-0.43";"-0.43";"0";"MOL";"-1";"7";"4";"0";"0";"99.0433";"NEUTRAL";"C3H5N3O";"CN(CC#N)N=O"
"CHEMBL296723";"";"Amino-Acetaldehyde";"Small molecule";"0";"59.07";"1";"1";"-0.86";"43.09";"2";"1";"0";"1";"Y";"0.40";"None";"7.81";"-1.31";"-1.86";"0";"MOL";"-1";"4";"2";"2";"0";"59.0371";"NEUTRAL";"C2H5NO";"NCC=O"
"CHEMBL3893497";"";"";"Small molecule";"0";"97.16";"1";"1";"1.07";"26.02";"1";"1";"0";"2";"Y";"0.51";"None";"9.26";"1.17";"-0.67";"0";"MOL";"-1";"7";"1";"2";"0";"97.0891";"BASE";"C6H11N";"CCC=C=CCN"
"CHEMBL134941";"HYDROXYSEMICARBAZIDE";"N-Hydroxyhydrazinecarboxamide";"Small molecule";"0";"91.07";"2";"3";"-1.45";"87.38";"3";"4";"0";"0";"N";"0.13";"9.94";"2.72";"-1.66";"-1.66";"0";"MOL";"-1";"6";"5";"5";"0";"91.0382";"NEUTRAL";"CH5N3O2";"NNC(=O)NO"
"CHEMBL2106489";"WATER O 15";"15O|WATER O 15";"Small molecule";"3";"17.02";"";"";"-0.82";"31.50";"0";"0";"0";"0";"Y";"0.33";"None";"None";"-0.65";"-0.65";"0";"MOL";"0";"1";"1";"2";"0";"18.0106";"NEUTRAL";"H2O";"[15OH2]"
"CHEMBL2146126";"LITHIUM";"LITHIUM|Lithium";"Small molecule";"3";"7.95";"3";"33";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"8.0238";"None";"HLi";"[LiH]"
"CHEMBL1161681";"NITROUS ACID";"NITROUS ACID|Nitrite (No2-)";"Small molecule";"4";"47.01";"13";"33";"0.14";"49.66";"2";"1";"0";"0";"Y";"0.31";"None";"None";"0.17";"0.17";"0";"MOL";"0";"3";"3";"1";"0";"47.0007";"NEUTRAL";"HNO2";"O=NO"
"CHEMBL1528";"SODIUM FLUORIDE";"DENTIPLUS|DURAPHAT|EN-DE-KAY|FLUOR RET|FLUOR-A-DAY|FLUORIGARD|FLUORIGARD DAILY|FLUORIGARD WEEKLY|Fluorinse|Minute-Gel|NAFRIL RET|NSC-77385|Neutra Care|OSSIN|OSTEOFLUOR|POINT-TWO|Pediaflor|SODIUM FLUORIDE|Sodium Fluoride|ZYMAFLUOR";"Small molecule";"4";"41.99";"13";"79";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"41.9882";"None";"FNa";"[F-].[Na+]"
"CHEMBL296027";"";"N-Isopropyl-Formamide";"Small molecule";"0";"87.12";"6";"6";"0.14";"29.10";"1";"1";"0";"2";"Y";"0.48";"None";"None";"-0.08";"-0.08";"0";"MOL";"-1";"6";"2";"1";"0";"87.0684";"NEUTRAL";"C4H9NO";"CC(C)NC=O"
"CHEMBL3186418";"";"";"Small molecule";"0";"85.10";"";"";"0.14";"49.66";"2";"1";"0";"0";"Y";"0.31";"None";"None";"0.17";"0.17";"0";"MOL";"-1";"3";"3";"1";"0";"47.0007";"NEUTRAL";"KNO2";"O=N[O-].[K+]"
"CHEMBL2219642";"MAGNESIUM CHLORIDE";"MAGNESIUM CHLORIDE";"Small molecule";"4";"95.21";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"93.9227";"None";"Cl2Mg";"[Cl-].[Cl-].[Mg+2]"
"CHEMBL275626";"PROPIONALDEHYDE";"Propionaldehyde";"Small molecule";"0";"58.08";"26";"54";"0.60";"17.07";"1";"0";"0";"1";"Y";"0.40";"None";"None";"0.32";"0.32";"0";"MOL";"-1";"4";"1";"0";"0";"58.0419";"NEUTRAL";"C3H6O";"CCC=O"
"CHEMBL3183346";"";"";"Small molecule";"0";"76.10";"";"";"-1.56";"58.28";"3";"3";"0";"2";"Y";"0.28";"None";"5.34";"-1.50";"-1.50";"0";"MOL";"-1";"5";"3";"4";"0";"76.0637";"NEUTRAL";"C2H8N2O";"NNCCO"
"CHEMBL3560381";"";"";"Small molecule";"0";"78.07";"";"";"-0.38";"63.32";"1";"2";"0";"0";"N";"0.40";"3.92";"None";"-0.56";"-3.76";"0";"MOL";"-1";"4";"3";"3";"0";"61.0164";"ACID";"CH6N2O2";"N.NC(=O)O"
